City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
488,Mount Vernon,US,40.91,-73.84,75.0,43,1,8.05,Clear
489,Chapais,CA,49.78,-74.85,51.8,53,75,10.29,Clouds
490,Marsaxlokk,MT,35.84,14.54,79.0,83,7,4.7,Clear
491,Nurota,UZ,40.56,65.69,59.0,62,0,4.7,Clear
492,Taos,US,36.41,-105.57,71.6,49,75,17.22,Clouds
493,Tuatapere,NZ,-46.13,167.68,45.0,72,89,11.01,Rain
494,Tralee,IE,52.27,-9.7,52.34,91,66,4.54,Clouds
495,Hopkinsville,US,36.87,-87.49,84.2,79,20,3.36,Clouds
496,Abbeville,FR,50.1,1.83,55.99,78,100,7.14,Clouds
497,Wasilla,US,61.58,-149.44,64.4,63,20,4.68,Clouds
498,Ballina,AU,-28.87,153.57,64.99,67,1,6.93,Clear
499,Great Yarmouth,GB,52.61,1.73,59.0,98,66,2.95,Clouds
500,Vila,PT,42.03,-8.16,68.0,94,75,3.36,Fog
501,Sur,OM,22.57,59.53,82.81,71,0,9.69,Rain
502,Pietersburg,ZA,-23.9,29.47,57.2,67,0,4.7,Clear
503,Brae,GB,60.4,-1.35,50.0,87,96,12.75,Clouds
504,Palauig,PH,15.44,119.9,83.75,73,93,6.91,Clouds
505,Pangody,RU,65.85,74.49,52.45,83,94,4.79,Clouds
506,Jinxiang,CN,22.86,115.7,84.45,74,80,2.84,Rain
507,Grand Gaube,MU,-20.01,57.66,70.0,74,3,8.01,Clear
508,Shelburne,CA,44.08,-80.2,64.99,88,90,2.73,Rain
509,Ahipara,NZ,-35.17,173.17,55.92,73,15,14.32,Rain
510,Luwuk,ID,-0.95,122.79,79.03,75,92,8.25,Rain
511,Maldonado,UY,-34.67,-54.92,62.6,93,90,11.41,Thunderstorm
512,Sao Joao Da Barra,BR,-21.64,-41.05,67.05,85,8,13.09,Clear
513,Beira,MZ,-19.84,34.84,73.4,94,20,3.36,Clouds
514,Jaumave,MX,23.42,-99.38,95.0,32,5,8.05,Clear
515,Alta Floresta,BR,-9.88,-56.09,81.81,52,75,0.94,Clouds
516,Karratha,AU,-20.74,116.85,81.81,24,0,14.63,Clear
517,Liverpool,GB,53.41,-2.98,57.99,87,77,4.7,Clouds
518,Traverse City,US,44.76,-85.62,86.0,58,75,10.29,Clouds
519,Nioro,GM,13.35,-15.75,75.27,94,100,10.2,Rain
520,Bandar-E Lengeh,IR,26.56,54.88,87.87,68,33,17.52,Clouds
521,Fonte Boa,BR,-2.5,-66.27,79.92,64,42,1.54,Clouds
522,Hare Bay,CA,48.85,-54.01,60.8,93,75,6.93,Rain
523,Coquimbo,CL,-29.95,-71.34,53.6,87,0,10.29,Clear
524,Rocha,UY,-34.48,-54.33,65.07,96,100,4.54,Rain
525,Loiza,PR,18.43,-65.88,84.2,83,20,11.41,Clouds
526,Vanavara,RU,60.34,102.28,52.7,61,86,6.73,Clouds
527,Grand Baie,MU,-20.02,57.58,70.0,74,4,8.01,Clear
528,Najran,SA,17.49,44.13,84.2,25,100,4.7,Clouds
529,Camacha,PT,33.08,-16.33,73.4,83,20,11.41,Clouds
530,Rundu,NA,-17.93,19.77,64.0,28,47,3.8,Clouds
531,Jutai,BR,-5.18,-68.9,78.87,49,3,1.16,Clear
532,Casablanca,MA,33.59,-7.62,82.4,36,26,4.7,Clouds
533,Severnoye,RU,56.35,78.36,54.23,98,100,4.12,Rain
534,Rawson,AR,-43.3,-65.1,48.99,82,88,5.77,Clouds
535,Puerto Narino,CO,-3.77,-70.38,82.4,74,20,1.07,Clouds
536,Puerto Plata,DO,19.79,-70.69,82.99,88,20,9.17,Clouds
537,Dehu,IN,18.72,73.77,69.91,90,97,5.19,Clouds
538,Gusau,NG,12.16,6.66,74.91,86,89,3.49,Rain
539,Poya,NC,-21.35,165.15,72.77,51,29,12.71,Clouds
540,Dunedin,NZ,-45.87,170.5,48.99,82,80,9.84,Rain
541,Carman,CA,49.5,-98.0,73.0,53,19,5.99,Clouds
542,Ambulu,ID,-8.35,113.61,75.51,76,82,3.13,Clouds
543,Cefalu,IT,38.04,14.02,72.0,81,28,3.0,Clouds
544,Pizarro,CO,4.95,-77.37,76.77,83,80,8.23,Clouds
545,Nelson,NZ,-41.28,173.28,55.0,59,95,5.01,Rain
546,Lavrentiya,RU,65.58,-171.0,49.86,77,71,2.44,Clouds
547,Araouane,ML,18.9,-3.53,94.37,34,0,10.42,Clear
548,Guerrero Negro,MX,27.98,-114.06,79.75,64,4,16.69,Clear
549,Langxiang,CN,46.95,128.88,64.9,91,100,2.15,Rain
550,Shimoda,JP,34.67,138.95,78.8,100,75,2.24,Rain
551,Bentiu,SS,9.23,29.83,73.63,88,99,2.91,Clouds
552,Burnie,AU,-41.07,145.92,54.0,73,95,13.0,Rain
553,Castelo Do Piaui,BR,-5.32,-41.55,80.73,45,75,2.71,Clouds
554,Badnawar,IN,23.02,75.22,71.19,96,53,10.96,Clouds
555,Erdaojiang,CN,41.78,126.03,70.32,86,100,13.98,Rain
556,Bridlington,GB,54.08,-0.19,51.8,93,90,2.24,Clouds
557,Manzhouli,CN,49.6,117.43,59.36,69,35,13.51,Clouds
558,Butiama,TZ,-1.77,33.97,65.55,76,28,2.89,Clouds
559,Valkeala,FI,60.94,26.8,51.8,87,90,5.82,Clouds
560,Sanbu,CN,33.46,119.15,72.72,93,93,7.81,Clouds
561,Alvaraes,BR,-3.22,-64.8,84.2,70,40,2.24,Clouds
562,Olinda,BR,-8.01,-34.86,77.0,69,40,16.11,Clouds
563,Kashi,CN,39.45,75.98,84.2,20,75,4.47,Clouds
564,Katima Mulilo,NA,-17.5,24.27,64.4,31,0,2.24,Clear
565,De-Kastri,RU,51.47,140.78,59.14,81,100,4.18,Clouds
566,Milkovo,RU,54.72,158.62,46.26,96,100,6.53,Rain
567,Song Phi Nong,TH,14.22,100.02,76.19,83,99,8.46,Clouds
568,Madang,PG,-5.22,145.8,86.0,58,85,3.53,Clouds
569,Nakusp,CA,50.25,-117.8,73.0,44,6,3.0,Clear
570,Moose Factory,CA,51.26,-80.61,50.0,71,1,8.05,Clear
571,Tarakan,ID,3.3,117.63,79.88,80,52,10.18,Clouds
572,Skibbereen,IE,51.55,-9.27,50.0,100,20,4.7,Clouds
573,Rio Gallegos,AR,-51.62,-69.22,33.8,86,87,5.82,Clouds
574,Vila Velha,BR,-20.33,-40.29,69.8,83,20,13.87,Clouds
575,Taki,IN,22.59,88.92,78.8,100,75,5.82,Thunderstorm
576,Mayumba,GA,-3.43,10.66,74.97,88,100,8.72,Rain
577,Sakaiminato,JP,35.55,133.23,87.8,62,20,8.05,Clouds
578,Lerwick,GB,60.15,-1.15,50.0,87,99,12.75,Clouds
579,Jardim,BR,-21.48,-56.14,75.69,51,0,7.61,Clear
580,Puqi,CN,29.72,113.88,77.72,81,0,2.04,Clear
581,Pitkyaranta,RU,61.57,31.48,54.41,78,17,7.05,Clouds
582,San Jose De Guanipa,VE,8.89,-64.17,79.86,74,57,8.55,Rain
583,Terney,RU,45.05,136.61,75.25,66,79,2.55,Clouds
584,Pahalgam,IN,34.03,75.33,59.79,69,24,1.99,Rain
585,Ankazoabo,MG,-22.28,44.52,63.93,74,19,4.56,Clouds
586,Tadine,NC,-21.55,167.88,70.43,65,32,17.78,Clouds
587,Cruz,BR,-2.92,-40.17,76.62,81,0,10.51,Clear
588,Stillwater,US,36.12,-97.06,84.2,54,1,16.11,Clear
589,Szczecin,PL,53.43,14.55,62.01,97,97,16.17,Clouds
590,Sandane,NO,61.77,6.21,44.01,93,33,1.01,Clouds
591,Greensburg,US,40.3,-79.54,82.4,54,40,8.05,Clouds
592,San Juan,AR,-31.54,-68.54,56.43,42,0,6.02,Clear
593,Mirabad,AF,30.44,61.84,72.0,29,4,21.09,Clear
594,Gualaquiza,EC,-3.4,-78.55,63.93,88,33,1.74,Rain
595,Trairi,BR,-3.28,-39.27,77.95,82,0,12.39,Clear
596,Camacupa,AO,-12.02,17.48,60.33,36,0,3.49,Clear
597,Namatanai,PG,-3.67,152.43,83.08,74,66,6.51,Rain
598,Klaksvik,FO,62.23,-6.59,46.4,87,58,4.7,Clouds
599,Yenagoa,NG,4.92,6.26,74.84,91,89,4.12,Clouds
600,Sambava,MG,-14.27,50.17,68.94,88,20,8.75,Clouds
601,Atikokan,CA,48.76,-91.62,71.46,91,90,8.05,Rain
602,Atherton,GB,53.52,-2.49,54.0,95,64,4.07,Clouds
603,Port Lincoln,AU,-34.73,135.87,58.64,67,0,9.73,Clear
604,Bintulu,MY,3.17,113.03,77.0,94,40,2.24,Clouds
605,Walvis Bay,NA,-22.96,14.51,57.0,87,0,2.24,Clear
606,Tongchuan,CN,35.08,109.09,71.89,64,0,2.24,Clear
607,Esperance,AU,-33.87,121.9,50.0,100,75,10.29,Clouds
608,Maungatapere,NZ,-35.75,174.2,55.49,70,9,8.08,Rain
609,Timmins,CA,48.47,-81.33,59.0,72,75,3.36,Clouds
610,Bontang,ID,0.13,117.5,77.43,87,52,9.78,Clouds
611,Ambon,ID,-3.7,128.18,80.6,83,40,8.05,Clouds
612,Harwich,GB,51.94,1.28,59.0,84,89,1.01,Clouds
613,Windhoek,NA,-22.56,17.08,57.2,49,0,2.24,Clear
614,Koumac,NC,-20.57,164.28,72.81,58,8,9.42,Clear
615,Seminole,US,28.71,-81.21,87.01,84,72,1.01,Clouds
616,Salamina,GR,37.96,23.5,80.01,60,0,5.12,Clear
617,Hovd,MN,48.01,91.64,50.43,57,1,0.89,Clear
618,Sobolevo,RU,54.43,31.9,53.28,90,37,8.84,Clouds
619,Bacungan,PH,9.91,118.7,83.44,69,53,3.94,Clouds
620,Guanica,PR,17.97,-66.91,82.99,75,15,9.91,Clouds
621,Port-Cartier,CA,50.03,-66.87,46.99,87,90,11.41,Rain
622,Chitrakonda,IN,18.12,82.08,71.69,92,100,2.15,Clouds
623,Laguna,US,38.42,-121.42,91.99,29,1,8.05,Haze
624,Semnan,IR,35.57,53.4,68.0,28,0,3.02,Clear
625,Antalaha,MG,-14.9,50.28,67.3,88,13,4.97,Clouds
626,Padang,ID,-0.95,100.35,77.83,74,73,4.09,Clouds
627,Lethem,GY,3.38,-59.8,79.74,72,86,4.94,Clouds
628,Cartagena,CO,10.4,-75.51,84.2,74,75,4.7,Clouds
629,Plettenberg Bay,ZA,-34.05,23.37,53.37,70,15,9.62,Clouds
630,Clyde River,CA,70.47,-68.59,53.6,62,75,3.36,Clouds
631,Le Vauclin,MQ,14.55,-60.84,82.4,83,90,6.93,Clouds
632,Mkushi,ZM,-13.62,29.39,69.21,38,36,9.46,Clouds
633,Shangrao,CN,28.45,117.97,79.16,79,43,0.98,Clouds
634,Agirish,RU,61.92,63.02,49.08,97,0,4.9,Clear
635,Nago,JP,26.59,127.98,82.4,88,40,8.05,Clouds
636,Kompaniyivka,UA,48.25,32.21,62.65,49,99,2.62,Clouds
637,Jawhar,SO,2.78,45.5,74.61,80,69,12.21,Clouds
638,Banamba,ML,13.55,-7.45,75.88,82,94,5.44,Clouds
639,Neryungri,RU,56.67,124.65,45.18,87,99,6.87,Clouds
640,Bereznik,RU,62.86,42.71,49.46,97,100,3.69,Clouds
641,Andenes,NO,69.31,16.12,44.6,93,100,4.7,Clouds
642,Bekhtery,UA,46.25,32.29,67.95,48,73,4.83,Clouds
643,Taclobo,PH,12.31,122.59,84.13,75,28,11.1,Clouds
644,Swan River,CA,52.11,-101.27,68.61,61,37,7.11,Clouds
645,Marawi,PH,8.0,124.29,78.01,89,93,3.0,Clouds
646,Bonga,ET,7.28,36.23,57.76,90,69,1.41,Clouds
647,Oktyabrskoye,RU,43.06,44.74,51.8,93,0,4.47,Clear
648,Kalemie,CD,-5.95,29.19,74.28,55,41,1.54,Clouds
649,Camapua,BR,-19.53,-54.04,82.69,24,1,10.8,Clear
650,Praya,CV,14.92,-23.51,80.6,83,75,6.93,Clouds
651,Iranshahr,IR,27.2,60.68,88.16,41,58,9.57,Clouds
652,Chokwe,MZ,-24.53,32.98,67.42,64,94,10.13,Clouds
653,Baruun-Urt,MN,46.68,113.28,64.69,62,88,15.84,Clouds
654,Dourbali,TD,11.81,15.86,75.81,85,62,7.07,Rain
655,Lynden,US,48.95,-122.45,73.99,56,75,8.05,Clouds
656,Kushima,JP,31.46,131.23,80.6,83,75,4.7,Rain
657,Adrar,MR,20.5,-10.07,94.95,31,41,8.34,Clouds
658,Viedma,AR,-40.81,-63.0,46.99,96,100,1.99,Clouds
659,Batemans Bay,AU,-35.72,150.18,62.01,43,3,1.99,Clear
660,Burgeo,CA,47.62,-57.62,54.97,69,5,13.0,Clear
661,Capitao Poco,BR,-1.75,-47.06,74.95,91,70,7.11,Clouds
662,Den Helder,NL,52.96,4.76,62.01,82,75,6.93,Clouds
663,Touros,BR,-5.2,-35.46,77.0,78,20,9.17,Clouds
664,Barcelos,PT,41.54,-8.62,70.0,100,75,8.05,Fog
665,Gangoh,IN,29.77,77.25,79.41,83,64,1.01,Clouds
666,Tshikapa,CD,-6.42,20.8,76.78,75,57,4.23,Clouds
667,Ugoofaaru,MV,5.67,73.0,82.54,72,100,10.69,Clouds
668,Jalu,LY,29.03,21.55,77.63,65,0,11.48,Clear
669,Kropotkin,RU,45.44,40.58,64.04,46,25,4.81,Clouds
670,Niigata,JP,37.9,139.02,89.6,66,20,4.7,Clouds
671,Newport,GB,51.59,-3.0,60.01,88,100,5.75,Clouds
672,Bonavista,CA,48.65,-53.11,62.01,75,100,13.67,Clouds
673,Roma,US,43.21,-75.46,62.6,51,1,11.41,Clear
674,Lahat,ID,-3.8,103.53,69.66,73,33,2.3,Clouds
675,Punta Cardon,VE,11.66,-70.22,84.22,72,12,27.38,Clouds
676,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,75.15,92,66,1.1,Clouds
677,Brnakot,AM,39.5,45.97,62.6,55,0,4.7,Clear
678,Miri,MY,4.41,114.01,77.0,94,40,3.36,Clouds
679,Pokhara,NP,28.23,83.98,71.71,83,97,0.58,Clouds
680,Port-Gentil,GA,-0.72,8.78,77.0,94,90,15.03,Clouds
681,Opuwo,NA,-18.06,13.84,57.83,51,44,6.06,Clouds
682,Boralday,KZ,43.36,76.86,55.4,87,90,2.77,Rain
683,Les Cayes,HT,18.2,-73.75,80.37,81,4,4.27,Clear
684,Buritis,BR,-15.62,-46.42,66.13,26,11,2.26,Clouds
685,La Cruz,MX,23.92,-106.9,90.0,72,0,5.01,Clear
686,Buala,SB,-8.14,159.59,83.97,75,89,11.14,Rain
687,Caravelas,BR,-17.71,-39.25,71.26,79,0,13.2,Clear
688,Matagami,CA,49.75,-77.63,55.4,54,1,5.26,Clear
689,Raahe,FI,64.68,24.48,44.6,100,60,3.36,Rain
690,Tomatlan,MX,19.93,-105.25,82.42,80,78,7.52,Rain
691,Muisne,EC,0.6,-80.03,77.0,83,75,11.41,Clouds
692,Upata,VE,8.01,-62.4,75.99,90,94,1.99,Clouds
693,Grand-Santi,GF,4.25,-54.38,76.68,84,85,2.1,Rain
694,Sirjan,IR,29.45,55.68,67.01,65,82,3.44,Clouds
695,Hualmay,PE,-11.1,-77.61,62.1,85,50,11.77,Clouds
696,Fernie,CA,49.5,-115.07,80.6,19,40,9.17,Clouds
697,Lazaro Cardenas,MX,17.96,-102.2,76.5,91,100,9.62,Rain
698,Oranjemund,NA,-28.55,16.43,53.1,95,11,2.13,Clouds
699,Knysna,ZA,-34.04,23.05,48.2,76,7,10.29,Clear
700,Lasa,IT,46.62,10.7,57.2,58,40,4.7,Clouds
701,Umm Kaddadah,SD,13.6,26.69,86.65,48,59,8.25,Clouds
702,Perevolotskiy,RU,51.88,54.19,65.01,75,12,5.28,Clouds
703,Nadym,RU,65.53,72.52,51.31,84,27,5.08,Clouds
704,Dharampuri,IN,22.17,75.35,75.25,88,99,6.93,Clouds
705,Bermeo,ES,43.42,-2.72,71.01,94,32,4.7,Clouds
706,Lakselv,NO,70.05,24.97,44.6,75,100,14.99,Clouds
707,Antsohihy,MG,-14.88,47.99,66.25,77,2,3.6,Clear
708,Avera,US,33.19,-82.53,80.6,88,1,4.7,Clear
709,Cabo Rojo,PR,18.09,-67.15,82.99,87,24,10.69,Rain
710,Fort Saint James,CA,54.43,-124.25,59.83,71,49,6.42,Rain
711,Adra,ES,36.75,-3.02,78.8,83,3,1.12,Clear
712,Korla,CN,41.76,86.15,72.66,25,38,14.94,Clouds
713,Mana,GF,5.66,-53.78,79.25,87,2,6.35,Clear
714,Inhambane,MZ,-23.86,35.38,70.2,78,54,10.63,Clouds
715,Batagay,RU,67.63,134.63,50.09,48,97,2.37,Clouds
716,Manjakandriana,MG,-18.92,47.8,53.6,93,20,5.82,Clouds
717,Hirara,JP,24.8,125.28,86.0,89,75,12.75,Rain
718,Porto Novo,BJ,6.5,2.6,75.2,94,20,9.17,Clouds
719,Zhaotong,CN,27.32,103.72,62.67,81,0,3.22,Clear
720,Rabo De Peixe,PT,37.8,-25.58,75.2,94,75,10.29,Rain
721,Dauphin,CA,51.15,-100.05,73.4,60,1,9.17,Clear
722,Ler,SS,8.3,30.14,73.47,88,82,1.57,Rain
723,Smithers,CA,54.78,-127.17,62.6,55,40,3.36,Clouds
724,Gorgan,IR,36.84,54.43,62.6,88,0,4.7,Clear
725,Hwange,ZW,-18.37,26.5,62.44,30,0,2.64,Clear
726,Chingirlau,KZ,51.09,54.08,67.8,44,12,3.31,Clouds
727,Taoudenni,ML,22.68,-3.98,99.82,13,18,6.29,Clouds
728,Bathsheba,BB,13.22,-59.52,82.4,83,40,11.41,Clouds
729,Tekeli,KZ,44.83,78.82,48.31,83,100,3.89,Rain
730,Arman,RU,59.7,150.17,58.17,43,24,2.71,Clouds
731,Coracora,PE,-15.03,-73.78,47.68,63,72,3.18,Clouds
732,Dzhebariki-Khaya,RU,62.22,135.8,58.5,47,31,1.99,Clouds
733,Anloga,GH,5.79,0.9,75.2,94,20,5.82,Clouds
